timestamp,angle,rpm,pwm
1752367744.750495,218.5,0.0,2.9996228159057656
1752367744.7612538,218.5,0.0,2.999686854831303
1752367744.7717063,218.5,0.0,2.99973925031595
1752367744.7824478,218.5,0.0,2.9997821193489385
1752367744.7932124,218.5,0.0,2.9998171940123703
1752367744.803752,218.5,0.0,2.999845891464333
1752367744.8146856,218.5,0.0,2.9998693711978093
1752367744.8254259,218.5,0.0,2.999888581888878
1752367744.8358428,218.5,0.0,2.99990429972706
1752367744.8465605,218.5,0.0,2.99991715977651
1752367744.8573608,218.5,0.0,2.9999276816351745
1752367744.8678522,218.5,0.0,2.9999362904286464
1752367744.8784106,218.5,0.0,2.9999433339869572
1752367744.8890991,218.5,0.0,2.999949096898315
1752367744.8995745,218.5,0.0,2.9999538120076186
1752367744.9102063,218.5,0.0,2.99995766982433
1752367744.9211247,218.5,0.0,2.9999608262198283
1752367744.931951,218.5,0.0,2.9999634087252414
1752367744.9427147,218.5,0.0,2.9999655216842207
1752367744.9535356,218.58,1.2321873117997195,2.9660260964810288
1752367744.9642496,218.5,-1.2444713457065721,3.0397472104345282
1752367744.9750173,218.5,0.0,2.9989151786391686
1752367744.9857268,218.5,0.0,2.999107878884619
1752367744.9967518,218.5,0.0,2.9992655427221555
1752367745.007211,218.5,0.0,2.9993945404076996
1752367745.0187278,218.5,0.0,2.999500083968834
1752367745.0291245,218.5,0.0,2.999586437791772
1752367745.039659,218.5,0.0,2.9996570909197877
1752367745.0504825,218.5,0.0,2.999714898024656
1752367745.0611053,218.5,0.0,2.999762194746926
1752367745.0717409,218.5,0.0,2.9998008920652333
1752367745.082366,218.5,0.0,2.999832553507555
1752367745.0931623,218.5,0.0,2.9998584583240575
1752367745.103722,218.5,0.0,2.9998796531739704
1752367745.1145103,218.5,0.0,2.9998969944148466
1752367745.1249692,218.5,0.0,2.999911182702868
1752367745.1356397,218.5,0.0,2.9999227913021835
1752367745.1460629,218.5,0.0,2.9999322892470994
1752367745.1569717,218.5,0.0,2.999940060292957
1752367745.1675706,218.5,0.0,2.9999464184213998
1752367745.17802,218.5,0.0,2.999951620526501
1752367745.1885986,218.5,0.0,2.9999558767943206
1752367745.1991994,218.5,0.0,2.999959359195272
1752367745.2097292,218.5,0.0,2.99996220843242
1752367745.2205236,218.5,0.0,2.9999645396264554
1752367745.2311122,218.5,0.0,2.999966446967034
1752367745.2415476,218.5,0.0,2.99996800751842
1752367745.2520463,218.5,0.0,2.9999692843331935
1752367745.2627742,218.5,0.0,2.9999703289998285
1752367745.273603,218.5,0.0,2.999971183727077
1752367745.2842221,218.5,0.0,2.999971883049373
1752367745.2951572,218.5,0.0,2.999972455222162
1752367745.3057957,218.5,0.0,2.9999729233635355
1752367745.3166156,218.5,0.0,2.9999733063882967
1752367745.327484,218.5,0.0,2.999973619772193
1752367745.338049,218.5,0.0,2.9999738761771995
1752367745.348796,218.5,0.0,2.9999740859631143
1752367745.3594453,218.5,0.0,2.999974257606136
1752367745.3703444,218.58,1.2233463125813113,2.9662767733554434
1752367745.381055,218.5,-1.2448591695610796,3.0397242854995654
1752367745.3919175,218.5,0.0,2.9988859506300827
1752367745.402691,218.5,0.0,2.99908396505895
1752367745.413611,218.5,0.0,2.9992459768647466
1752367745.4243126,218.5,0.0,2.999378531978875
1752367745.43504,218.5,0.0,2.9994869861634026
1752367745.4458737,218.5,0.0,2.999575721405486
1752367745.4566052,218.5,0.0,2.9996483229673525
1752367745.4674485,218.5,0.0,2.999707724245375
1752367745.478042,218.5,0.0,2.9997563252911377
1752367745.4885323,218.5,0.0,2.9997960897832137
1752367745.499129,218.5,0.0,2.9998286243677117
1752367745.5098588,218.5,0.0,2.9998552435732693
1752367745.5206573,218.5,0.0,2.9998770229233194
1752367745.5311863,218.5,0.0,2.999894842391582
1752367745.5416486,218.5,0.0,2.9999094219565565
1752367745.5522282,218.5,0.0,2.999921350691562
1752367745.5627575,218.5,0.0,2.9999311105656794
1752367745.573253,218.5,0.0,2.9999390959172474
1752367745.583968,218.5,0.0,2.9999456293867266
1752367745.5946372,218.5,0.0,2.999950974952676
1752367745.6055033,218.5,0.0,2.9999553485975534
1752367745.6160345,218.5,0.0,2.9999589270342795
1752367745.626683,218.5,0.0,2.999961854846153
1752367745.6376972,218.5,0.0,2.9999642503286
1752367745.6486278,218.5,0.0,2.9999662102687883
1752367745.6593354,218.5,0.0,2.9999678138562187
1752367745.6701381,218.5,0.0,2.999969125882301
1752367745.6809633,218.5,0.0,2.999970199358189
1752367745.6917708,218.5,0.0,2.9999710776566446
1752367745.7026694,218.5,0.0,2.9999717962644734
1752367745.7131033,218.5,0.0,2.999972384216335
1752367745.7237895,218.5,0.0,2.999972865267859
1752367745.7346346,218.5,0.0,2.99997325885547
1752367745.745216,218.5,0.0,2.9999735808816985
1752367745.755924,218.5,0.0,2.999973844357704
1752367745.7663448,218.5,0.0,2.9999740599289817
1752367745.7768924,218.5,0.0,2.999974236305482
1752367745.7875721,218.58,1.2484719679720961,2.9655846584433494
1752367745.7980282,218.5,-1.2751745105199275,3.0406714520653066
1752367745.8087747,218.5,0.0,2.998842390888795
1752367745.820042,218.5,0.0,2.9990483252705444
1752367745.83075,218.5,0.0,2.9992168170378046
1752367745.841295,218.5,0.0,2.999354673938597
1752367745.8525307,218.5,0.0,2.9994674659485865
1752367745.8635924,218.5,0.0,2.9995597503206013
1752367745.8743432,218.5,0.0,2.9996352557160537
1752367745.8853168,218.5,0.0,2.999697032857925
1752367745.8959262,218.5,0.0,2.9997475777922955
1752367745.9067082,218.5,0.0,2.999788932738691
1752367745.9172602,218.5,0.0,2.999822768603998
1752367745.9276843,218.5,0.0,2.999850452493857
1752367745.9381516,218.5,0.0,2.999873102949246
1752367745.949059,218.5,0.0,2.9998916351400604
1752367745.960177,218.5,0.0,2.9999067978416694
1752367745.970986,218.5,0.0,2.9999192036884677
1752367745.9817638,218.5,0.0,2.9999293539267797
1752367745.9926658,218.5,0.0,2.9999376586672355
1752367746.003263,218.5,0.0,2.999944453454896
1752367746.014252,218.5,0.0,2.999950012826631
1752367746.0252118,218.5,0.0,2.999954561403515
1752367746.0359738,218.5,0.0,2.9999582829664284
1752367746.0468202,218.5,0.0,2.9999613278815462
1752367746.0575798,218.5,0.0,2.999963819175739
1752367746.068187,218.5,0.0,2.999965857507356
1752367746.0791557,218.5,0.0,2.999967525233228
1752367746.0897403,218.5,0.0,2.999968889736217
1752367746.100709,218.5,0.0,2.9999700061477563
1752367746.111161,218.5,0.0,2.999970919575381
1752367746.1219466,218.5,0.0,2.9999716669252576
1752367746.1327093,218.5,0.0,2.99997227839334
1752367746.1436508,218.5,0.0,2.9999727786854082
1752367746.154112,218.5,0.0,2.999973188015283
1752367746.1649704,218.5,0.0,2.9999735229215454
1752367746.175734,218.5,0.0,2.9999737969357603
1752367746.1862605,218.5,0.0,2.9999740211292094
1752367746.197123,218.5,0.0,2.9999742045602136
1752367746.2078435,218.5,0.0,2.9999743546401265
1752367746.2183173,218.5,0.0,2.999974477432783
1752367746.229185,218.5,0.0,2.999974577899502
1752367746.2398648,218.5,0.0,2.999974660099545
1752367746.250758,218.5,0.0,2.999974727354126
1752367746.2614057,218.5,0.0,2.9999747823806016
1752367746.2720165,218.5,0.0,2.999974827402263
1752367746.2827098,218.5,0.0,2.999974864238168
1752367746.2935526,218.5,0.0,2.999974894376636
1752367746.3042896,218.5,0.0,2.9999749190353824
1752367746.3149319,218.5,0.0,2.9999749392107207
1752367746.3257763,218.5,0.0,2.9999749557178155
1752367746.3363123,218.5,0.0,2.9999749692236204
1752367746.346955,218.5,0.0,2.9999749802738243
1752367746.3573942,218.5,0.0,2.9999749893149
1752367746.3678925,218.5,0.0,2.9999749967121443
1752367746.3786411,218.5,0.0,2.999975002764435
1752367746.3894417,218.5,0.0,2.999975007716309
1752367746.4001238,218.5,0.0,2.9999750117678423
1752367746.4109619,218.5,0.0,2.9999750150827333
1752367746.421594,218.5,0.0,2.999975017794917
1752367746.4320138,218.5,0.0,2.9999750200139763
1752367746.4428546,218.5,0.0,2.99997502182957
1752367746.4534633,218.5,0.0,2.999975023315056
1752367746.4646738,218.5,0.0,2.9999750245304537
1752367746.475389,218.5,0.0,2.99997502552487
1752367746.486054,218.5,0.0,2.999975026338483
1752367746.4966192,218.5,0.0,2.9999750270041665
1752367746.5069947,218.5,0.0,2.9999750275488166
1752367746.5178223,218.5,0.0,2.9999750279944397
1752367746.5282862,218.5,0.0,2.9999750283590405
1752367746.5386803,218.5,0.0,2.99997502865735
1752367746.5494494,218.5,0.0,2.9999750289014213
1752367746.5601459,218.5,0.0,2.9999750291011162
1752367746.5706077,218.5,0.0,2.999975029264503
1752367746.5811598,218.5,0.0,2.999975029398183
